iwx_band,date,lon,lat,erc,bi,wui proximity
787,2020-02-02 18:00,-116.96975408214,33.0757833210164,30,12,0
800,2020-02-03 07:00,-116.955462219432,33.004347009738,49,83,0
815,2020-02-03 22:00,-116.722202851735,32.7647831961955,47,83,0
820,2020-02-04 03:00,-116.732777950036,33.0120511193678,60,82,0
820,2020-02-04 03:00,-116.765365427422,32.8476856844895,58,81,0
824,2020-02-04 07:00,-116.868536490739,32.696275569647,73,92,0
824,2020-02-04 07:00,-116.859433212444,33.0202853268586,80,92,0
825,2020-02-04 08:00,-116.749563233868,32.7473224563445,55,81,0
829,2020-02-04 12:00,-116.635908957365,32.863867730616,61,87,0
829,2020-02-04 12:00,-116.889557913175,32.830398887916,86,94,0
832,2020-02-04 15:00,-116.810361234167,33.0979461071075,66,86,0
833,2020-02-04 16:00,-116.778124987528,32.9885316763599,63,84,0
834,2020-02-04 17:00,-116.90736739649,33.0138571044092,79,92,0
838,2020-02-04 21:00,-116.831109543168,33.0665700722113,80,92,0
843,2020-02-05 02:00,-116.689936899402,33.0276526389835,68,70,361.247833251953
844,2020-02-05 03:00,-116.829449534254,32.7054876858435,76,86,0
845,2020-02-05 04:00,-116.9100585185,32.8378726954831,89,92,0
846,2020-02-05 05:00,-116.718257406828,32.9836161300655,65,77,1868.68933105469
849,2020-02-05 08:00,-116.779456496921,32.9736904710931,68,75,0
849,2020-02-05 08:00,-116.69674849536,32.9176446708878,64,67,301.496246337891
850,2020-02-05 09:00,-116.812735360955,33.0696961339086,67,73,0
858,2020-02-05 17:00,-116.833429120191,32.7055734247684,76,86,0
859,2020-02-05 18:00,-116.803586147514,32.9612376425348,60,68,0
861,2020-02-05 20:00,-116.846045696029,32.8084709177512,74,82,0
863,2020-02-05 22:00,-116.785517647766,33.000106952587,68,75,0
863,2020-02-05 22:00,-116.768933783407,32.838761977183,62,71,0
864,2020-02-05 23:00,-116.889883294391,33.1176338481388,82,84,2803.0341796875
868,2020-02-06 03:00,-116.708298584013,32.8417142500189,62,53,0
871,2020-02-06 06:00,-116.73533422351,33.0762802507227,64,51,0
875,2020-02-06 10:00,-116.752694216068,33.0780350402984,65,47,152.970581054688
880,2020-02-06 15:00,-116.805415510766,32.7625788954504,64,49,474.341644287109
880,2020-02-06 15:00,-116.803344503842,33.0964900803672,71,50,0
882,2020-02-06 17:00,-116.653392015761,33.0632740380663,69,55,436.806579589844
889,2020-02-07 00:00,-116.818116327804,32.8794973646355,54,45,0
890,2020-02-07 01:00,-116.907826549286,32.9724534980711,59,49,0
893,2020-02-07 04:00,-116.85360326245,32.7786877274651,69,55,134.164077758789
893,2020-02-07 04:00,-116.617539551982,32.7818897683375,69,46,2038.67614746094
894,2020-02-07 05:00,-116.823047787755,32.9424829070906,53,44,120
896,2020-02-07 07:00,-116.870974512736,32.9682897847435,59,49,150
898,2020-02-07 09:00,-116.960219957551,33.0318337699287,56,44,0
906,2020-02-07 17:00,-116.801112368735,32.7377576769822,54,50,0
907,2020-02-07 18:00,-116.852169475519,32.9326707935284,50,41,0
912,2020-02-07 23:00,-116.857842854347,32.7908473799913,69,55,0
914,2020-02-08 01:00,-116.583346686035,32.7898272282996,68,66,2510.33862304688
915,2020-02-08 02:00,-116.649410923364,33.0744645759364,66,48,0
915,2020-02-08 02:00,-116.858926375543,33.0393825049053,64,35,0
917,2020-02-08 04:00,-116.822765031077,32.805361164287,47,29,0
929,2020-02-08 16:00,-116.831930942044,32.7642617901442,58,32,0
929,2020-02-08 16:00,-116.706520291658,32.9855043324411,51,41,1800.25
932,2020-02-08 19:00,-116.901506848383,33.0314735487459,57,31,0
934,2020-02-08 21:00,-116.877781652187,33.0356070469279,57,31,0
1021,2020-02-12 12:00,-116.76909147881,32.9546786161066,34,26,295.465728759766
1042,2020-02-13 09:00,-116.852962623075,32.957863871378,27,19,417.851654052734
1058,2020-02-14 01:00,-116.910818175891,33.045166233926,32,20,0
1059,2020-02-14 02:00,-116.688168474256,32.8019188303017,34,25,0
1064,2020-02-14 07:00,-116.681526236678,32.8590463683942,40,29,0
1076,2020-02-14 19:00,-116.753678395258,33.0717964353884,32,24,0
1086,2020-02-15 05:00,-116.922544471269,33.0936641223188,30,22,0
1091,2020-02-15 10:00,-116.643003231073,32.9680089464107,48,30,0
1101,2020-02-15 20:00,-116.84021364697,33.0486358481656,36,24,0
1105,2020-02-16 00:00,-116.871448011341,32.7701289850182,31,23,0
1106,2020-02-16 01:00,-116.847755960551,33.0125372556251,34,24,0
1106,2020-02-16 01:00,-116.928164010978,33.097301094578,32,24,0
1110,2020-02-16 05:00,-116.583587906651,33.0722126054958,53,40,0
1119,2020-02-16 14:00,-116.75346766839,32.8699932452362,29,23,0
1125,2020-02-16 20:00,-116.704458832674,32.8347123631641,30,29,0
1128,2020-02-16 23:00,-116.834735444655,33.0356063161583,34,24,0
1132,2020-02-17 03:00,-116.970305123848,33.0569489875862,41,25,0
1151,2020-02-17 22:00,-116.706685474612,32.9587665262357,37,25,1019.11730957031
1155,2020-02-18 02:00,-116.78954555534,32.9866944619116,25,19,0
1159,2020-02-18 06:00,-116.907876679102,33.090882698934,31,20,888.425537109375
1162,2020-02-18 09:00,-116.743223747364,33.0797815168922,41,27,0
1169,2020-02-18 16:00,-116.858404412252,32.936195049651,24,19,0
1213,2020-02-20 12:00,-116.775550163134,32.7234957150206,29,22,0
1219,2020-02-20 18:00,-116.783514410208,32.8228387977124,30,23,0
1232,2020-02-21 07:00,-116.715210987099,32.9398475215313,39,50,371.079498291016
1242,2020-02-21 17:00,-116.641166153208,33.1357035346928,61,62,0
1243,2020-02-21 18:00,-116.78134615906,32.7130531199008,31,48,0
1250,2020-02-22 01:00,-116.850937910685,32.8860725231508,18,43,0
1254,2020-02-22 05:00,-116.929571011147,32.9130295878092,22,69,0
1328,2020-02-25 07:00,-116.587381322482,33.1127997273288,54,87,0
1350,2020-02-26 05:00,-116.837591703089,32.7174727482679,67,98,0
1353,2020-02-26 08:00,-116.512849611125,32.8968898503205,64,99,30
1358,2020-02-26 13:00,-116.855783030907,32.7559649612085,69,97,0
1360,2020-02-26 15:00,-116.901914940626,32.81734978037,79,97,0
1367,2020-02-26 22:00,-116.770935279134,33.0520910975988,58,98,0
1375,2020-02-27 06:00,-116.755685643836,33.0458205208931,67,89,0
1375,2020-02-27 06:00,-116.50948578268,33.0309818925298,61,92,283.019439697266
1382,2020-02-27 13:00,-116.81232292459,32.7389802081934,67,87,0
1385,2020-02-27 16:00,-116.773649906653,32.8874644723101,61,82,890.954528808594
1386,2020-02-27 17:00,-116.780401777923,33.0577766213367,63,85,0
1392,2020-02-27 23:00,-116.670371792877,32.8319138118734,66,85,30
1394,2020-02-28 01:00,-116.881505609505,33.0420762522791,64,53,0
1397,2020-02-28 04:00,-116.796810491369,33.0522653308962,55,45,0
1398,2020-02-28 05:00,-116.855392069099,33.0089171421699,73,61,0
1400,2020-02-28 07:00,-116.761102358255,32.8341529562182,56,40,0
1408,2020-02-28 15:00,-116.786561868386,32.9049030899231,54,40,330
1409,2020-02-28 16:00,-116.862260560092,33.0431703218563,73,61,0
1409,2020-02-28 16:00,-116.797060798466,32.734928958369,59,46,0
1411,2020-02-28 18:00,-116.834962255377,32.7014305240342,67,51,0
1412,2020-02-28 19:00,-116.761939223437,33.1374487847044,59,47,0
1413,2020-02-28 20:00,-116.906067244684,33.0779990353268,73,63,0
1418,2020-02-29 01:00,-116.789487153655,33.0929936593754,59,78,0
1420,2020-02-29 03:00,-116.793973503806,33.0701371393637,51,66,0
1420,2020-02-29 03:00,-116.804251364461,32.8424056798618,52,66,0
1423,2020-02-29 06:00,-116.816027404748,33.0597245265173,51,66,0
1423,2020-02-29 06:00,-116.722970704413,32.813666340593,52,74,0
1424,2020-02-29 07:00,-116.446672253855,32.9895881569393,49,69,94.8683319091797
1425,2020-02-29 08:00,-116.736638131875,32.8141682689962,52,74,0
1425,2020-02-29 08:00,-116.813390412008,32.7021388391281,50,65,120
1435,2020-02-29 18:00,-116.920109047766,33.0255338070691,47,68,0
1436,2020-02-29 19:00,-116.429723017658,32.8380175456397,55,76,0
1438,2020-02-29 21:00,-116.875429935598,33.0330141993456,60,76,0
1438,2020-02-29 21:00,-116.91300577116,32.8648747121896,56,72,0
1439,2020-02-29 22:00,-116.714507370262,32.9856841943481,51,74,1755.70495605469
1443,2020-03-01 02:00,-116.8816142554,32.7698870984229,14,12,0
1443,2020-03-01 02:00,-116.902954664215,32.9703302750606,16,12,0
1446,2020-03-01 05:00,-116.868610074765,33.1100143880217,20,13,1294.17932128906
1450,2020-03-01 09:00,-116.784891700041,33.0919152658363,20,14,0
1498,2020-03-03 09:00,-116.474749237955,33.030981587201,47,58,0
1514,2020-03-04 01:00,-116.536631713166,33.0485945099568,50,32,780
1515,2020-03-04 02:00,-116.917481468748,33.0059149177751,54,34,0
1520,2020-03-04 07:00,-116.71869059049,32.7888440190394,49,28,0
1521,2020-03-04 08:00,-116.900036783569,32.9631604218473,55,36,0
1523,2020-03-04 10:00,-116.953989133888,33.0677035721164,55,37,0
1523,2020-03-04 10:00,-116.712740917234,32.880824607904,47,30,647.610961914062
1526,2020-03-04 13:00,-116.689621860594,32.9057416114187,50,30,1630.24536132812
1530,2020-03-04 17:00,-116.640247282006,33.0012742881879,55,37,241.867736816406
1530,2020-03-04 17:00,-116.776581192502,33.0323244172967,52,38,0
1540,2020-03-05 03:00,-116.801299478191,33.0566669240451,45,35,0
1542,2020-03-05 05:00,-116.882576644667,32.7303050808378,50,65,0
1555,2020-03-05 18:00,-116.810923339691,33.1000449344089,52,39,0
1558,2020-03-05 21:00,-116.722178324812,33.1288066435478,47,36,182.482879638672
1560,2020-03-05 23:00,-116.743053952857,32.9947359396229,46,41,0
1561,2020-03-06 00:00,-116.903775429775,32.8674222089465,39,29,0
1562,2020-03-06 01:00,-116.757244228229,32.9921156131144,39,31,0
1570,2020-03-06 09:00,-116.698264524394,32.8399867493598,49,34,0
1579,2020-03-06 18:00,-116.880335482883,33.0315522633521,43,35,0
1584,2020-03-06 23:00,-116.935767209651,33.0209653390468,37,34,0
1589,2020-03-07 04:00,-116.63513908133,32.8260121417896,19,14,0
1591,2020-03-07 06:00,-116.693092078932,33.0270719934958,20,14,134.164077758789
2973,2020-05-03 20:00,-116.487245712895,33.1299609066982,40,53,942.019104003906
3045,2020-05-06 20:00,-116.757380540401,33.0050321228978,50,38,0
3067,2020-05-07 18:00,-116.794409434759,32.9541243899371,56,44,349.857116699219
3091,2020-05-08 18:00,-116.865850797395,32.7306688414502,60,57,0
3096,2020-05-08 23:00,-116.411076628133,32.847466055681,64,59,764.852966308594
3097,2020-05-09 00:00,-116.637262120311,33.0436631316967,61,49,0
3131,2020-05-10 10:00,-116.585487143995,32.8004473817434,50,52,2061.2861328125
3145,2020-05-11 00:00,-116.518586691618,33.1721300024496,67,91,0
3181,2020-05-12 12:00,-116.447526797193,32.9198132115928,58,93,0
3417,2020-05-22 08:00,-116.533002109375,33.1439158174176,47,63,0
3504,2020-05-25 23:00,-116.441571231278,32.9046611510217,67,73,0
3514,2020-05-26 09:00,-116.653933641144,32.9880238586178,57,46,0
3550,2020-05-27 21:00,-116.460843636221,32.9592168648171,73,59,0
3570,2020-05-28 17:00,-116.61270910879,32.967239397851,63,48,0
3706,2020-06-03 09:00,-116.410687491705,32.840932052744,80,61,597.745727539062
3723,2020-06-04 02:00,-116.532445883283,33.1756588195202,83,83,690.65185546875
3868,2020-06-10 03:00,-116.614786005033,32.7452221861148,67,51,3103.94921875
3872,2020-06-10 07:00,-116.433737922245,32.9113154726802,84,64,0
3880,2020-06-10 15:00,-116.544949261343,33.0575332620114,77,63,0
3889,2020-06-11 00:00,-116.808447887276,32.7430064742822,87,82,0
3890,2020-06-11 01:00,-116.850856866994,32.7152776258588,91,88,0
3897,2020-06-11 08:00,-116.792355091895,33.034364783299,85,89,0
3905,2020-06-11 16:00,-116.842564564985,32.7818442575953,92,90,0
3911,2020-06-11 22:00,-116.873210502517,33.0235113099185,93,93,0
3916,2020-06-12 03:00,-116.928665884494,33.0093414505123,85,91,0
3923,2020-06-12 10:00,-116.529340264595,33.0372665659156,83,94,684.7626953125
3936,2020-06-12 23:00,-116.44503861904,32.829722676501,84,94,0
3944,2020-06-13 07:00,-116.421453021115,32.8959385813612,86,94,0
3957,2020-06-13 20:00,-116.867458496763,32.7959445421165,77,90,0
3957,2020-06-13 20:00,-116.767560780523,32.8943752438502,66,79,1379.02136230469
3958,2020-06-13 21:00,-116.525178284359,33.1318593168777,81,93,0
3968,2020-06-14 07:00,-116.439852488055,32.9787213425118,89,64,0
4010,2020-06-16 01:00,-116.490916055983,32.9906129323814,81,89,0
4020,2020-06-16 11:00,-116.551775911353,33.0733485974209,72,83,0
4048,2020-06-17 15:00,-116.52762910386,33.0571172012845,70,72,0
4091,2020-06-19 10:00,-116.806620330712,33.1371850729917,52,43,0
4105,2020-06-20 00:00,-116.835645274078,32.7806519664104,69,60,0
4131,2020-06-21 02:00,-116.435192178248,32.9710387514997,78,51,0
4186,2020-06-23 09:00,-116.515231194798,33.0527742052207,81,62,0
4206,2020-06-24 05:00,-116.604269980967,33.1077837487975,81,77,0
4217,2020-06-24 16:00,-116.468417524662,33.0987185112188,86,80,0
4242,2020-06-25 17:00,-116.454976874315,32.9041461750729,83,85,0
4254,2020-06-26 05:00,-116.554580658413,32.9511891954929,81,89,1920.234375
4261,2020-06-26 12:00,-116.465782600892,32.7741917428924,74,85,1591.13171386719
4267,2020-06-26 18:00,-116.557641711034,33.0329228960018,85,91,0
4288,2020-06-27 15:00,-116.576709701587,33.087506025417,87,88,0
4291,2020-06-27 18:00,-116.676133999725,33.0753376182793,75,76,0
4300,2020-06-28 03:00,-116.571053687562,33.169993656796,66,93,0
4300,2020-06-28 03:00,-116.786996273827,33.0898744775262,54,77,0
4305,2020-06-28 08:00,-116.645289812142,32.941710425173,60,85,0
4314,2020-06-28 17:00,-116.482697200932,33.1076772523206,68,92,1376.73522949219
4345,2020-06-30 00:00,-116.425256596395,32.9684423048117,69,51,0
4379,2020-07-01 10:00,-116.419527944395,32.9037186139085,75,58,0
4409,2020-07-02 16:00,-116.556231138844,33.171597903096,68,66,0
4419,2020-07-03 02:00,-116.910612625585,32.8559535588882,74,79,0
4422,2020-07-03 05:00,-116.49266977674,33.1919764335644,78,65,324.499633789062
4431,2020-07-03 14:00,-116.412885118454,32.9098795458516,82,64,0
4463,2020-07-04 22:00,-116.837953216856,32.9771751228763,64,61,216.333068847656
4476,2020-07-05 11:00,-116.896912781365,33.0538109721318,69,57,0
4490,2020-07-06 01:00,-116.836925709485,32.7137393539256,76,90,0
4490,2020-07-06 01:00,-116.660213222119,32.9593392156774,78,94,212.132034301758
4492,2020-07-06 03:00,-116.662971679286,33.1528976914346,75,89,0
4494,2020-07-06 05:00,-116.50958651346,33.0527026397668,86,94,0
4498,2020-07-06 09:00,-116.671766885536,33.1647703898351,75,89,0
4498,2020-07-06 09:00,-116.518128130777,33.0461919381951,86,94,30
4503,2020-07-06 14:00,-116.761007723249,32.9330413084212,78,94,2163.33056640625
4505,2020-07-06 16:00,-116.720103081608,32.815298097267,73,93,0
4506,2020-07-06 17:00,-116.531118650541,33.0402442925083,87,96,655.209899902344
4506,2020-07-06 17:00,-116.811883693732,33.0442446994288,67,87,0
4512,2020-07-06 23:00,-116.882000047623,32.9353892524011,68,87,90
4512,2020-07-06 23:00,-116.792456840853,33.0112150928719,67,87,0
4513,2020-07-07 00:00,-116.891066394938,32.8089028795926,69,82,0
4515,2020-07-07 02:00,-116.886659888988,33.0427713120953,71,80,0
4522,2020-07-07 09:00,-116.713472107842,32.8437880594637,77,94,0
4526,2020-07-07 13:00,-116.833191685302,32.7689863291749,73,85,241.867736816406
4529,2020-07-07 16:00,-116.487087939582,32.8704929925516,87,96,0
4531,2020-07-07 18:00,-116.905937711417,32.9962189481588,66,81,0
4534,2020-07-07 21:00,-116.963025096733,33.0778641380876,85,90,0
4536,2020-07-07 23:00,-116.761169996036,32.9845063004692,71,84,0
4543,2020-07-08 06:00,-116.531464530002,33.0528399293651,91,89,268.328155517578
4548,2020-07-08 11:00,-116.583766957461,33.1129101657273,88,91,0
4553,2020-07-08 16:00,-116.592855171108,32.8621425762166,76,83,0
4570,2020-07-09 09:00,-116.599506032778,33.0585657607978,89,91,0
4572,2020-07-09 11:00,-116.610368372102,33.078319597813,89,91,0
4575,2020-07-09 14:00,-116.680807393734,33.0406191132131,86,90,1719.44750976562
4575,2020-07-09 14:00,-116.672276367492,33.1517408888333,83,91,67.0820388793945
4579,2020-07-09 18:00,-116.765238310849,32.7827057737292,73,86,0
4584,2020-07-09 23:00,-116.635276195774,32.7703637101582,77,81,918.313720703125
4599,2020-07-10 14:00,-116.800434727802,32.8219038659803,77,73,0
4602,2020-07-10 17:00,-116.452070502458,32.9635657347646,96,78,0
4611,2020-07-11 02:00,-116.392341327256,32.8313342211734,95,79,1484.92419433594
4622,2020-07-11 13:00,-116.478776409628,33.105363939534,96,85,989.545349121094
4625,2020-07-11 16:00,-116.870014122679,33.0794613625109,78,70,0
4628,2020-07-11 19:00,-116.708811129554,32.8933909528753,84,76,1135.64965820312
4634,2020-07-12 01:00,-116.758938243502,33.0741298471725,83,77,0
4635,2020-07-12 02:00,-116.69547456597,32.8655610103524,85,69,0
4644,2020-07-12 11:00,-116.537380693787,33.124131698142,95,88,0
4645,2020-07-12 12:00,-116.534391146421,33.0250614177678,95,88,192.093734741211
4647,2020-07-12 14:00,-116.836491294776,32.7912389841823,84,79,0
4649,2020-07-12 16:00,-116.952466969316,33.0288718221737,78,68,0
4651,2020-07-12 18:00,-116.87386450074,32.8346999449811,82,74,0
4653,2020-07-12 20:00,-116.824747025798,32.9129723302331,86,81,0
4656,2020-07-12 23:00,-116.526838290491,33.1067926109924,95,88,0
4657,2020-07-13 00:00,-116.833931338175,32.7779402689446,82,85,0
4657,2020-07-13 00:00,-116.497676205095,33.0790872744227,94,95,0
4657,2020-07-13 00:00,-116.518720837328,33.0471845630384,94,95,0
4659,2020-07-13 02:00,-116.863214272424,32.8146428332682,79,85,0
4659,2020-07-13 02:00,-116.42502886911,32.8944625480797,97,96,0
4660,2020-07-13 03:00,-116.575984552795,32.7719058281591,91,96,510.881591796875
4667,2020-07-13 10:00,-116.831464238247,33.0728379616115,73,81,0
4669,2020-07-13 12:00,-116.515272145138,33.1344894999496,94,97,417.851654052734
4676,2020-07-13 19:00,-116.662902382116,33.1052938336813,87,94,0
4677,2020-07-13 20:00,-116.873285875666,33.0879423144407,75,87,60
4677,2020-07-13 20:00,-116.61989207294,33.051803309878,92,95,0
4678,2020-07-13 21:00,-116.453533607472,32.8130358456813,95,96,517.880310058594
4679,2020-07-13 22:00,-116.650124356715,32.961194259024,91,95,0
4679,2020-07-13 22:00,-116.496432932277,32.7716182219525,90,95,0
4680,2020-07-13 23:00,-116.562544550849,32.8060347096413,85,93,1871.09594726562
4680,2020-07-13 23:00,-116.603545772587,32.7426092385285,91,96,2031.60021972656
4681,2020-07-14 00:00,-116.655782870785,33.0149375684219,89,94,0
4685,2020-07-14 04:00,-116.509266792846,32.9008473299587,94,98,300
4686,2020-07-14 05:00,-116.827288548169,32.9496835786355,76,77,0
4686,2020-07-14 05:00,-116.493802254574,32.8131152682774,96,99,1400.71411132812
4687,2020-07-14 06:00,-116.825958449057,33.0733067254562,74,76,0
4687,2020-07-14 06:00,-116.443231434509,32.851794587291,96,98,618.4658203125
4689,2020-07-14 08:00,-116.525982246817,32.9154080831619,94,98,0
4693,2020-07-14 12:00,-116.610448587905,33.0573872698711,92,94,0
4695,2020-07-14 14:00,-116.905994406619,32.9656325067354,66,64,0
4696,2020-07-14 15:00,-116.654196121999,33.1523053175461,91,96,0
4700,2020-07-14 19:00,-116.89996863687,32.8248763702651,69,64,0
4702,2020-07-14 21:00,-116.714368827432,33.0672032143706,79,84,547.448608398438
4703,2020-07-14 22:00,-116.598631202186,32.7839902480312,88,95,2820.63818359375
4709,2020-07-15 04:00,-116.522346654206,33.0534027636676,94,91,0
4710,2020-07-15 05:00,-116.492995418024,33.0161012040781,97,94,90
4715,2020-07-15 10:00,-116.721118077134,32.9993333730662,85,82,684.105285644531
4716,2020-07-15 11:00,-116.523756233804,33.0512193499495,94,91,0
4716,2020-07-15 11:00,-116.63156182546,33.0733348325656,90,89,492.03662109375
4724,2020-07-15 19:00,-116.522649795447,32.8425239430129,92,92,0
4725,2020-07-15 20:00,-116.458260969459,32.8625410738119,96,94,0
4727,2020-07-15 22:00,-116.626006229731,33.0449020967919,90,89,0
4732,2020-07-16 03:00,-116.600707937299,32.8081138771191,87,64,863.770812988281
4739,2020-07-16 10:00,-116.461639919149,32.9962205157627,96,75,212.132034301758
4745,2020-07-16 16:00,-116.520664115235,33.0319700229258,94,78,1021.76318359375
4749,2020-07-16 20:00,-116.608809621309,33.1498849419651,92,77,182.482879638672
4753,2020-07-17 00:00,-116.524047814009,33.0585960827041,91,86,0
4759,2020-07-17 06:00,-116.559566755626,33.0589910516408,89,86,0
4762,2020-07-17 09:00,-116.463358846038,32.9083981797428,93,84,360
4763,2020-07-17 10:00,-116.891812955508,32.8178558782704,65,52,0
4764,2020-07-17 11:00,-116.711204581451,33.1162362421536,82,80,0
4767,2020-07-17 14:00,-116.797488427384,33.108035384067,69,68,0
4768,2020-07-17 15:00,-116.693661781486,33.1461623227908,84,82,0
4771,2020-07-17 18:00,-116.495312921535,33.0148533022247,95,88,67.0820388793945
4777,2020-07-18 00:00,-116.770192620705,32.8385287890438,78,84,0
4791,2020-07-18 14:00,-116.440077718277,32.9833581068738,97,84,0
4797,2020-07-18 20:00,-116.75769605214,32.884633650643,76,82,212.132034301758
4799,2020-07-18 22:00,-116.716399816573,33.1568463286809,89,90,0
4800,2020-07-18 23:00,-116.774405387236,33.0638404932697,79,80,0
4802,2020-07-19 01:00,-116.421076525587,32.9171958904259,98,99,0
4814,2020-07-19 13:00,-116.60494006859,32.8541419811067,87,97,0
4817,2020-07-19 16:00,-116.707955608198,32.7583289295017,76,94,0
4819,2020-07-19 18:00,-116.486469821017,32.7638051882859,96,99,512.640197753906
4823,2020-07-19 22:00,-116.53446659126,33.1807934217964,97,99,403.608703613281
4827,2020-07-20 02:00,-116.537571895938,33.0734650265298,95,94,60
4827,2020-07-20 02:00,-116.625166689841,32.9905541121939,92,94,0
4830,2020-07-20 05:00,-116.889920954025,32.8909410647547,65,81,0
4833,2020-07-20 08:00,-116.43485154014,32.9848585902219,98,95,0
4834,2020-07-20 09:00,-116.602032848638,33.1505741621539,95,97,94.8683319091797
4835,2020-07-20 10:00,-116.669773983241,33.0090624598001,91,94,0
4837,2020-07-20 12:00,-116.572034850327,33.0247865431345,96,95,0
4837,2020-07-20 12:00,-116.779701408914,32.9931968522665,78,86,0
4838,2020-07-20 13:00,-116.642807160517,33.1406320003253,94,96,0
4840,2020-07-20 15:00,-116.641145068968,33.0682742014079,92,94,0
4842,2020-07-20 17:00,-116.839808406364,33.0693646763921,64,70,0
4848,2020-07-20 23:00,-116.888775900522,32.9236607420794,62,78,0
4851,2020-07-21 02:00,-116.700094302582,32.8630563667495,83,64,0
4851,2020-07-21 02:00,-116.709516933405,32.8089922651563,79,71,0
4861,2020-07-21 12:00,-116.521607203388,33.054363187613,95,83,0
4862,2020-07-21 13:00,-116.617195330988,33.0503709075087,92,84,0
4864,2020-07-21 15:00,-116.678509312374,33.0556317315446,88,78,402.492218017578
4865,2020-07-21 16:00,-116.537132165876,33.0454760153877,96,84,509.116851806641
4869,2020-07-21 20:00,-116.602130515904,33.1384477136534,94,85,60
4875,2020-07-22 02:00,-116.450348195521,33.0489023663354,90,78,0
4878,2020-07-22 05:00,-116.545182892959,32.9556606571956,92,84,2446.24194335938
4880,2020-07-22 07:00,-116.455160427729,33.0722395970622,92,80,0
